lobbyistName	lobbyistLastName	lobbyistFirstName	lobbystFirmName	lobbyistZip	primaryLobbyistID	annualLobbyistRegistrationId	clientName	clientZip	businessType	industryTradeType	incomeAmount	dateIncomeReceived	reportMonth	reportDueDate	fiscalYear	runDate
Amn, Khatira (Spring Institute for Intercultural Learning)	Amn	Khatira	Spring Institute for Intercultural Learning	80203	20235100466	20235100466	Spring Institute for Intercultural Learning	80203	Organization	Non profit	60	02/06/2024	January  	02/15/2024	2023-2024	02/28/2024
Amn, Khatira (Spring Institute for Intercultural Learning)	Amn	Khatira	Spring Institute for Intercultural Learning	80203	20235100466	20235100466	Spring Institute for Intercultural Learning	80203	Organization	Non profit	0	01/16/2024	December 	01/16/2024	2023-2024	02/28/2024
Amn, Khatira (Spring Institute for Intercultural Learning)	Amn	Khatira	Spring Institute for Intercultural Learning	80203	20235100466	20235100466	Spring Institute for Intercultural Learning	80203	Organization	Non profit	57	12/06/2023	November 	12/15/2023	2023-2024	02/28/2024
Anderson, Nathan	Anderson	Nathan		84119	20205003746	20235075731	Union Pacific Railroad	84119	Business Entity	Transportation	3,465	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Anderson, Polly	Anderson	Polly		80203	20165020121	20235078799	Colorado Community Health Network	80203	Organization	Healthcare/Medical	639	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Anderson, Polly	Anderson	Polly		80203	20165020121	20235078799	Colorado Community Health Network	80203	Organization	Healthcare/Medical	639	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Anderson, Polly	Anderson	Polly		80203	20165020121	20235078799	Colorado Community Health Network	80203	Organization	Healthcare/Medical	639	12/15/2023	November 	12/15/2023	2023-2024	02/28/2024
Anderson, Polly	Anderson	Polly		80203	20165020121	20235078799	Colorado Community Health Network	80203	Organization	Healthcare/Medical	639	11/15/2023	October  	11/15/2023	2023-2024	02/28/2024
Anderson, Polly	Anderson	Polly		80203	20165020121	20235078799	Colorado Community Health Network	80203	Organization	Healthcare/Medical	958	10/15/2023	September	10/16/2023	2023-2024	02/28/2024
Anderson, Polly	Anderson	Polly		80203	20165020121	20235078799	Colorado Community Health Network	80203	Organization	Healthcare/Medical	639	09/15/2023	August   	09/15/2023	2023-2024	02/28/2024
Anderson, Polly	Anderson	Polly		80203	20165020121	20235078799	Colorado Community Health Network	80203	Organization	Healthcare/Medical	639	08/15/2023	July     	08/15/2023	2023-2024	02/28/2024
Anshus, Bridget Rose	Anshus	Bridget		80203	20225086088	20245003342	Mental Health Colorado	80203	Organization	Advocacy Organization	500	02/09/2024	January  	02/15/2024	2023-2024	02/28/2024
Apodaca, True	Apodaca	True		80212	20195028518	20245003022	Service Employees International Union (SEIU)	80219	Organization	Labor Unions	4,000	01/15/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Avaya	27713	Organization	Science/Technology	2,854	01/05/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Aveanna Healthcare	80111	Organization	Healthcare/Medical	1,458	01/25/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Children's Hospital Colorado (CHCO)	80045	Business Entity	Healthcare/Medical	5,000	01/23/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	City and County of Broomfield (CCOB)	80020	Government	Government/Civil	3,125	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Access (COA)	80231	Professional Association	Insurance	2,917	01/19/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Association of Medical Equipment Services (CAMES)	80202	Professional Association	Healthcare/Medical	2,375	01/29/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Independent Automobile Dealer Association (CIADA)	80214	Trade	Automotive	1,521	01/12/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Society of Oral & Maxillofacial Surgeons (CSOMS)	80014	Organization	Healthcare/Medical	1,835	01/25/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Developmental Disabilities Resource Center (DDRC)	80215	Organization	Healthcare/Medical	1,875	01/05/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Donor Alliance (DA)	80230	Organization	Healthcare/Medical	1,560	01/19/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Early Childhood Council Leadership Alliance (ECCLA)	80033	Organization	Healthcare/Medical	1,083	01/25/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Great Outdoors Colorado (GOCO)	80203	Organization	Environmental Services	1,458	01/16/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Immunize Colorado (IZCO)	80045	Professional Association	Healthcare/Medical	1,458	01/12/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Junior League of Denver (JLD)	80210	Organization	Nonprofit	1,366	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	National Jewish Health (NJH)	80206	Organization	Healthcare/Medical	1,500	01/18/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Pediatrix Medical Group (PMG)	80111	Organization	Healthcare/Medical	2,250	01/19/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	The Independence Center (TIC)	80903	Organization	Healthcare/Medical	1,717	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Vertex Pharmceuticals Inc.	02210	Business Entity	Healthcare/Medical	2,500	01/18/2024	January  	02/15/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	American Academy of Pediatrics ( AAP)	80155	Professional Association	Healthcare/Medical	4,167	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Avaya	27713	Organization	Science/Technology	2,854	12/08/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Aveanna Healthcare	80111	Organization	Healthcare/Medical	1,458	12/28/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Children's Hospital Colorado (CHCO)	80045	Business Entity	Healthcare/Medical	5,000	12/22/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Access (COA)	80231	Professional Association	Insurance	2,917	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Association of Medical Equipment Services (CAMES)	80202	Professional Association	Healthcare/Medical	2,375	12/28/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Independent Automobile Dealer Association (CIADA)	80214	Trade	Automotive	1,521	12/08/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Nonprofit Association (CNA)	80203	Professional Association	General Business	2,750	12/13/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Society of Anesthesiology (CSA)	80111	Organization	Healthcare/Medical	2,083	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Society of Oral & Maxillofacial Surgeons (CSOMS)	80014	Organization	Healthcare/Medical	1,604	12/14/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Society of Oral & Maxillofacial Surgeons (CSOMS)	80014	Organization	Healthcare/Medical	1,354	12/12/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Counties & Commissioners Acting Together (CCAT)	80202	Government	Government/Civil	4,218	12/14/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Counties & Commissioners Acting Together (CCAT)	80202	Government	Government/Civil	4,238	12/14/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Developmental Disabilities Resource Center (DDRC)	80215	Organization	Healthcare/Medical	1,875	12/08/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Dominion Diagnostics (DD)	02852	Organization	Healthcare/Medical	1,000	12/15/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Donor Alliance (DA)	80230	Organization	Healthcare/Medical	1,500	12/15/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Dumb Friends League (DFL)	80231	Organization	Education	9,257	12/08/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Early Childhood Council Leadership Alliance (ECCLA)	80033	Organization	Healthcare/Medical	1,042	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Early Childhood Council Leadership Alliance (ECCLA)	80033	Organization	Healthcare/Medical	1,042	12/08/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Great Outdoors Colorado (GOCO)	80203	Organization	Environmental Services	1,458	12/15/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Immunize Colorado (IZCO)	80045	Professional Association	Healthcare/Medical	1,458	12/14/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Junior League of Denver (JLD)	80210	Organization	Nonprofit	2,732	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Junior League of Denver (JLD)	80210	Organization	Nonprofit	1,366	12/08/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	National Jewish Health (NJH)	80206	Organization	Healthcare/Medical	1,500	12/28/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Pediatrix Medical Group (PMG)	80111	Organization	Healthcare/Medical	2,250	12/28/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Raise the Future	80222	Organization	Healthcare/Medical	2,083	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Rocky Mtn Orthotics & Prosthetic Coalition (RMOPC)	80304	Professional Association	Healthcare/Medical	8,250	12/29/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	The Independence Center (TIC)	80903	Organization	Healthcare/Medical	1,717	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	The Independence Center (TIC)	80903	Organization	Healthcare/Medical	1,717	12/08/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Vertex Pharmceuticals Inc.	02210	Business Entity	Healthcare/Medical	3,500	12/21/2023	December 	01/16/2024	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Association of Colorado Centers for Independent Living (ACCIL)	80202	Organization	Healthcare/Medical	1,667	11/03/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Avaya	27713	Organization	Science/Technology	2,854	11/10/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Aveanna Healthcare	80111	Organization	Healthcare/Medical	1,458	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Children's Hospital Colorado (CHCO)	80045	Business Entity	Healthcare/Medical	5,000	11/24/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Access (COA)	80231	Professional Association	Insurance	2,917	11/06/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Association of Medical Equipment Services (CAMES)	80202	Professional Association	Healthcare/Medical	2,292	11/16/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Independent Automobile Dealer Association (CIADA)	80214	Trade	Automotive	1,521	11/06/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Nonprofit Association (CNA)	80203	Professional Association	General Business	2,750	11/14/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Society of Anesthesiology (CSA)	80111	Organization	Healthcare/Medical	2,083	11/06/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Developmental Disabilities Resource Center (DDRC)	80215	Organization	Healthcare/Medical	1,875	11/03/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Dominion Diagnostics (DD)	02852	Organization	Healthcare/Medical	2,000	11/10/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Donor Alliance (DA)	80230	Organization	Healthcare/Medical	1,500	11/16/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Great Outdoors Colorado (GOCO)	80203	Organization	Environmental Services	1,458	11/17/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Immunize Colorado (IZCO)	80045	Professional Association	Healthcare/Medical	1,458	11/16/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	National Jewish Health (NJH)	80206	Organization	Healthcare/Medical	1,500	11/16/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Northwest Mayors and Commissioners Coalition (NW MCC)	80306	Organization	Transportation	1,667	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Pediatrix Medical Group (PMG)	80111	Organization	Healthcare/Medical	2,250	11/21/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Raise the Future	80222	Organization	Healthcare/Medical	2,083	11/21/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Rocky Mtn Orthotics & Prosthetic Coalition (RMOPC)	80304	Professional Association	Healthcare/Medical	1,750	11/27/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Vertex Pharmceuticals Inc.	02210	Business Entity	Healthcare/Medical	2,000	11/16/2023	November 	12/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Avaya	27713	Organization	Science/Technology	2,971	10/06/2023	October  	11/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Aveanna Healthcare	80111	Organization	Healthcare/Medical	1,638	10/26/2023	October  	11/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Children's Hospital Colorado (CHCO)	80045	Business Entity	Healthcare/Medical	5,000	10/23/2023	October  	11/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Access (COA)	80231	Professional Association	Insurance	2,917	10/11/2023	October  	11/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Association of Medical Equipment Services (CAMES)	80202	Professional Association	Healthcare/Medical	4,930	10/20/2023	October  	11/15/2023	2023-2024	02/28/2024
Aponte Public Affairs, Inc.			Aponte Public Affairs, Inc.	80202	20017000580	20235078968	Colorado Independent Automobile Dealer Association (CIADA)	80214	Trade	Automotive	1,521	10/05/2023	October  	11/15/2023	2023-2024	02/28/2024
